"Player","Tm","Pos",".5 PPR Pts","Pa Com","Pa Att","Pa Yds","Pa TDs","INT","Sk","PaFD","Pa300","Pa40 TD","Ru Att","Ru Yds","Ru TDs","RuFD","Ru100","Ru40 TD","Tar","Rec","Re Yds","Re TDs","ReFD","Re100","Re40 TD","Fum","Auct $"
"Josh Allen","BUF","QB","351.6","345.8","530.0","3,892.5","26.5","14.4","27.5","183.4","3.4","3.6","109.2","534.7","8.4","24.3","1.3","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.6","21"
"Jayden Daniels","WAS","QB","277.5","314.7","512.1","3,439.8","17.7","14.0","26.6","162.1","3.0","2.6","103.9","550.6","4.6","25.0","1.4","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.3","4"
"Dak Prescott","DAL","QB","308.2","380.8","562.5","4,217.4","29.5","13.5","29.2","198.7","3.7","4.0","52.3","228.3","1.9","10.5","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.6","12"
"Patrick Mahomes","KC","QB","330.5","384.0","574.1","4,269.4","32.2","13.3","29.7","201.1","3.8","4.3","66.6","350.1","1.4","16.0","0.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.9","19"
"Caleb Williams","CHI","QB","274.6","334.3","523.0","3,692.5","22.8","13.2","27.2","174.0","3.2","3.2","62.4","285.2","3.3","13.1","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.2","3"
"Trevor Lawrence","JAC","QB","273.7","354.0","540.1","3,722.9","22.2","13.2","28.0","175.4","3.2","3.1","63.9","306.7","3.0","14.1","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.4","3"
"Will Levis","TEN","QB","254.8","348.7","574.1","3,981.8","20.7","13.2","29.8","187.6","3.5","3.0","42.9","141.0","1.9","6.6","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.7","0"
"Matthew Stafford","LA","QB","259.6","343.2","528.3","3,999.0","25.2","13.1","27.4","188.4","3.5","3.5","19.2","63.1","0.9","3.1","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","0"
"Kirk Cousins","ATL","QB","268.3","362.1","541.2","4,025.3","25.9","12.5","28.1","189.7","3.5","3.6","27.9","83.9","1.3","4.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.2","1"
"Tua Tagovailoa","MIA","QB","273.0","349.8","521.2","4,152.9","26.2","12.4","27.1","195.6","3.6","3.7","30.9","82.2","0.9","3.9","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","2"
"Deshaun Watson","CLE","QB","259.0","294.7","471.2","3,337.3","20.1","12.4","24.6","157.3","2.9","2.8","76.8","373.7","3.2","17.1","0.8","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.6","0"
"Derek Carr","NO","QB","239.9","349.7","527.2","3,758.0","22.5","12.3","27.4","177.1","3.3","3.2","23.7","61.3","0.8","3.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","0"
"Joe Burrow","CIN","QB","294.8","372.2","554.2","4,032.7","28.0","12.2","28.6","190.0","3.5","3.8","59.2","191.5","2.3","8.9","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.6","8"
"Bryce Young","CAR","QB","225.7","309.5","498.0","3,306.2","18.6","12.2","25.9","155.8","2.9","2.6","40.2","228.4","1.3","10.5","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7","0"
"Baker Mayfield","TB","QB","257.3","325.7","510.3","3,647.2","24.5","12.1","26.5","171.9","3.2","3.3","53.3","168.8","1.4","7.8","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","0"
"Bo Nix","DEN","QB","222.0","293.7","462.7","3,079.4","17.2","11.8","24.3","145.2","2.6","2.4","57.6","258.4","2.7","11.9","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.4","0"
"Jalen Hurts","PHI","QB","341.9","320.4","489.5","3,643.4","21.3","11.7","25.5","171.7","3.2","3.0","134.9","575.3","10.8","26.2","1.4","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.3","20"
"Kyler Murray","ARI","QB","289.9","335.5","512.0","3,571.0","19.6","11.7","26.7","168.3","3.1","2.8","89.5","507.2","4.8","23.1","1.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.2","7"
"Geno Smith","SEA","QB","242.4","335.0","505.3","3,641.7","21.1","11.7","26.3","171.6","3.2","3.0","40.6","175.2","1.0","8.1","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8","0"
"Jordan Love","GB","QB","284.6","331.2","517.8","3,711.3","26.5","11.6","26.9","174.9","3.2","3.6","45.1","223.0","3.2","10.3","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","6"
"Brock Purdy","SF","QB","283.7","312.9","460.8","3,982.5","27.7","11.6","24.1","187.6","3.5","3.8","39.6","152.8","1.6","7.1","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.2","5"
"Jared Goff","DET","QB","272.6","360.3","540.0","4,020.4","26.9","11.4","28.0","189.4","3.5","3.7","22.1","48.9","1.7","2.4","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","1"
"Daniel Jones","NYG","QB","247.1","339.8","517.4","3,423.5","15.7","11.3","27.0","161.4","2.9","2.3","81.1","414.9","2.8","18.9","0.9","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.2","0"
"Aaron Rodgers","NYJ","QB","257.4","337.9","521.7","3,776.4","25.3","11.2","27.1","177.9","3.3","3.5","28.5","89.6","1.3","4.3","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.9","0"
"Sam Darnold","MIN","QB","236.1","298.8","480.8","3,457.0","19.6","11.0","24.9","162.9","3.0","2.8","48.4","158.5","2.4","7.3","0.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.5","0"
"C.J. Stroud","HOU","QB","309.9","350.2","540.4","4,257.5","28.7","10.7","28.0","200.6","3.7","3.9","43.0","181.6","2.7","8.4","0.2","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.3","14"
"Justin Herbert","LAC","QB","273.5","343.4","519.8","3,657.2","23.6","10.6","27.0","172.3","3.2","3.3","59.0","248.3","3.0","11.4","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","2"
"Anthony Richardson","IND","QB","307.1","298.4","483.7","3,348.9","18.5","10.5","25.2","157.8","2.9","2.6","124.8","607.0","8.1","27.6","1.5","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.1","11"
"Lamar Jackson","BAL","QB","327.0","295.5","449.4","3,410.1","23.6","10.3","23.6","160.7","2.9","3.2","134.7","768.3","4.8","34.8","2.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.8","16"
"Russell Wilson","PIT","QB","208.1","248.6","388.3","2,729.4","15.6","9.6","20.5","128.7","2.3","2.2","66.1","293.0","2.7","13.4","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","0"
"Drake Maye","NE","QB","145.8","183.9","308.0","1,985.5","10.9","8.4","16.2","93.6","1.7","1.5","42.2","195.6","1.8","9.0","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","0"
"Gardner Minshew","LV","QB","146.0","197.1","311.5","2,156.4","11.4","7.7","16.8","101.8","1.7","1.6","26.7","91.4","2.0","4.4","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","0"
"Justin Fields","PIT","QB","106.5","96.5","159.2","1,114.0","6.2","4.1","10.2","53.0","0.5","0.6","53.5","287.4","1.9","13.3","0.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0"
"Aidan O'Connell","LV","QB","64.6","96.2","153.1","1,041.4","5.4","3.8","8.4","49.2","0.8","0.7","9.0","23.3","0.3","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0"
"Jacoby Brissett","NE","QB","51.3","71.2","104.5","795.1","4.4","3.7","6.8","37.8","0.4","0.4","5.4","23.9","0.4","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0"
"Joe Flacco","IND","QB","45.6","64.4","104.2","751.4","3.8","2.5","8.5","36.2","0.0","0.1","9.1","22.5","0.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0"
"Sam Howell","SEA","QB","45.9","55.3","84.6","572.4","3.4","2.2","5.6","27.3","0.2","0.3","9.8","50.4","1.1","2.5","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0"
"Drew Lock","NYG","QB","41.5","51.5","82.3","598.8","3.0","2.2","5.5","28.5","0.2","0.2","7.9","29.9","0.7","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","0"
"Jameis Winston","CLE","QB","32.0","45.6","76.5","503.3","3.1","2.1","5.4","24.1","0.1","0.2","4.4","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0"
"Jarrett Stidham","DEN","QB","34.7","43.8","70.3","467.0","2.5","1.8","4.4","22.2","0.2","0.2","6.4","26.3","0.8","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0"
"Marcus Mariota","WAS","QB","31.5","37.4","57.2","416.8","1.9","1.7","4.5","20.0","0.0","0.1","9.3","45.4","0.6","2.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0"
"Mike White","MIA","QB","28.8","39.8","57.8","495.7","2.4","1.7","4.7","23.8","0.0","0.1","2.3","9.0","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0"
"Jake Browning","CIN","QB","38.5","38.1","57.7","443.4","3.2","1.6","4.3","21.2","0.1","0.2","7.8","33.5","1.0","1.7","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0"
"Tyrod Taylor","NYJ","QB","28.5","37.1","55.0","409.4","2.4","1.6","4.5","19.7","0.0","0.1","7.1","34.8","0.0","1.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0"
"Zach Wilson","DEN","QB","23.0","28.7","46.2","318.7","1.6","1.6","4.7","15.6","0.0","0.0","5.8","24.7","0.4","1.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0"
"Jimmy Garoppolo","LA","QB","27.4","33.5","51.3","384.4","3.2","1.5","4.1","18.5","0.0","0.2","3.0","7.0","0.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Mac Jones","JAC","QB","23.8","35.5","54.4","357.4","2.0","1.5","4.2","17.2","0.0","0.1","6.4","22.7","0.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0"
"Andy Dalton","CAR","QB","24.9","35.8","55.3","386.9","2.1","1.5","4.4","18.6","0.0","0.1","4.5","18.6","0.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Mason Rudolph","TEN","QB","22.8","36.3","54.1","414.4","1.8","1.5","4.4","19.9","0.0","0.0","1.0","3.7","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Trey Lance","DAL","QB","22.3","24.8","40.8","284.1","1.5","1.5","4.2","13.9","0.0","0.0","8.2","31.2","0.5","1.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0"
"Skylar Thompson","MIA","QB","20.1","20.8","34.2","239.6","1.5","1.5","3.9","11.8","0.0","0.0","5.7","28.6","0.4","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0"
"Tyson Bagent","CHI","QB","23.1","32.0","48.2","333.0","1.9","1.4","3.8","16.0","0.0","0.1","6.6","29.6","0.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Kyle Trask","TB","QB","24.1","31.3","52.8","350.3","2.2","1.4","4.2","16.9","0.0","0.1","5.4","19.6","0.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Michael Penix Jr.","ATL","QB","26.9","29.5","50.0","327.6","2.4","1.3","3.7","15.7","0.0","0.2","5.6","20.3","0.5","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Joshua Dobbs","SF","QB","28.9","32.1","49.8","328.3","2.1","1.3","3.9","15.8","0.0","0.1","5.7","29.4","0.8","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Carson Wentz","KC","QB","23.7","33.3","50.4","342.7","2.3","1.3","3.9","16.5","0.0","0.1","4.2","18.6","0.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Kenny Pickett","PHI","QB","25.5","35.4","56.0","382.2","2.2","1.2","4.2","18.3","0.0","0.1","7.1","26.1","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0"
"Hendon Hooker","DET","QB","22.7","30.5","50.0","322.9","2.0","1.2","3.9","15.5","0.0","0.1","5.2","24.9","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Josh Johnson","BAL","QB","26.4","27.3","48.5","287.2","1.8","1.1","3.8","13.9","0.0","0.0","9.6","34.7","0.7","1.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0"
"Davis Mills","HOU","QB","15.3","22.2","32.7","230.0","1.1","1.1","2.6","11.1","0.0","0.0","2.9","12.4","0.2","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Easton Stick","LAC","QB","21.5","29.7","46.6","304.7","1.8","1.1","3.7","14.7","0.0","0.1","5.2","23.4","0.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0"
"Case Keenum","HOU","QB","17.2","23.8","37.2","254.1","1.7","1.1","3.8","12.5","0.0","0.0","2.5","8.8","0.0","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0"
"Clayton Tune","ARI","QB","12.3","17.2","28.0","194.0","1.1","1.1","3.1","9.5","0.0","0.0","2.0","7.1","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Mitchell Trubisky","BUF","QB","21.9","22.3","35.5","230.1","1.9","1.0","2.8","11.1","0.0","0.1","5.3","22.7","0.6","1.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0"
"Sean Clifford","GB","QB","20.1","23.6","33.9","290.6","1.8","1.0","2.9","14.0","0.0","0.1","4.1","15.9","0.0","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0"
"Malik Willis","TEN","QB","15.7","14.8","24.7","166.0","1.0","1.0","2.7","8.2","0.0","0.0","5.8","30.2","0.4","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Taylor Heinicke","ATL","QB","14.4","18.1","30.5","209.6","1.0","1.0","3.0","10.2","0.0","0.0","3.9","13.7","0.2","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Michael Pratt","GB","QB","13.7","17.1","30.2","191.3","1.0","1.0","3.1","9.4","0.0","0.0","3.0","12.1","0.2","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Nick Mullens","MIN","QB","15.2","16.7","26.4","184.6","0.9","0.9","1.9","8.8","0.0","0.0","5.1","23.0","0.3","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Desmond Ridder","ARI","QB","22.4","25.0","39.6","281.9","1.6","0.9","3.1","13.5","0.0","0.1","4.6","16.7","0.6","0.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0"
"Jake Haener","NO","QB","11.5","13.9","26.1","175.7","0.9","0.9","2.1","8.5","0.0","0.0","1.5","6.2","0.1","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0"
"Joe Milton","NE","QB","12.7","14.9","26.2","166.0","0.9","0.9","2.8","8.2","0.0","0.0","3.9","16.4","0.2","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Cooper Rush","DAL","QB","13.7","20.5","30.5","205.4","1.3","0.8","2.3","9.9","0.0","0.1","1.8","6.1","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Tyler Huntley","CLE","QB","13.5","15.3","23.7","154.2","0.8","0.8","2.3","7.5","0.0","0.0","5.1","24.6","0.4","1.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0"
"Bailey Zappe","NE","QB","12.2","14.4","23.6","151.9","0.8","0.8","2.4","7.5","0.0","0.0","7.8","19.4","0.3","1.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"C.J. Beathard","JAC","QB","9.4","11.8","19.4","129.0","0.7","0.7","2.0","6.3","0.0","0.0","2.9","10.9","0.2","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0"
"Kyle Allen","PIT","QB","8.9","10.9","17.9","119.2","0.6","0.6","2.0","5.9","0.0","0.0","2.1","9.1","0.1","0.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0"
"Dorian Thompson-Robinson","CLE","QB","13.2","13.6","22.1","147.9","0.9","0.6","3.7","7.6","0.0","0.0","5.1","22.1","0.3","1.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0"
"Sam Hartman","WAS","QB","9.8","9.4","15.7","104.6","1.0","0.4","2.2","5.3","0.0","0.0","1.9","6.8","0.1","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0"
"Tanner McKee","PHI","QB","11.9","9.9","17.0","113.5","1.4","0.4","3.0","5.9","0.0","0.0","2.7","10.8","0.2","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0"
"Tommy DeVito","NYG","QB","4.7","4.5","7.9","53.8","0.3","0.3","0.8","2.6","0.0","0.0","1.0","4.2","0.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0"
"Devin Leary","BAL","QB","4.0","5.9","9.8","64.0","0.4","0.2","1.9","3.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0"
"Christian McCaffrey","SF","RB","275.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","243.2","1,210.6","9.6","54.8","3.4","0.6","70.2","56.0","444.1","4.1","19.5","0.1","0.6","2.3","59"
"CeeDee Lamb","DAL","WR","266.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.6","88.1","1.0","4.2","0.0","0.1","160.2","113.1","1,440.6","8.4","63.0","4.3","1.3","1.1","50"
"Tyreek Hill","MIA","WR","247.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.8","27.7","0.0","1.5","0.0","0.0","147.5","100.2","1,399.1","9.0","61.2","4.2","1.4","1.0","49"
"Bijan Robinson","ATL","RB","251.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","224.8","1,011.2","7.4","45.8","2.7","0.5","84.4","62.3","506.9","4.0","22.3","0.1","0.6","2.2","44"
"Ja'Marr Chase","CIN","WR","241.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","14.3","0.0","0.9","0.0","0.0","151.7","105.8","1,369.7","8.3","59.9","4.1","1.3","1.0","42"
"Amon-Ra St. Brown","DET","WR","239.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.4","28.1","0.0","1.5","0.0","0.0","152.4","109.6","1,316.2","8.3","57.6","3.9","1.3","1.1","41"
"Breece Hall","NYJ","RB","241.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","214.3","985.9","8.0","44.6","2.7","0.5","76.2","60.1","484.2","2.7","21.3","0.1","0.5","2.1","40"
"Justin Jefferson","MIN","WR","226.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","9.6","0.0","0.7","0.0","0.0","147.7","95.5","1,408.3","6.1","61.6","4.3","1.1","0.9","39"
"A.J. Brown","PHI","WR","218.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","5.6","0.0","0.5","0.0","0.0","140.4","90.7","1,310.7","6.9","57.4","3.9","1.2","0.9","38"
"Jahmyr Gibbs","DET","RB","217.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","195.4","937.4","7.5","42.5","2.5","0.5","72.7","54.5","401.5","1.9","17.7","0.1","0.4","1.9","38"
"Saquon Barkley","PHI","RB","217.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","264.7","1,131.1","7.6","51.2","3.1","0.5","56.4","40.5","285.6","1.6","12.6","0.1","0.3","2.3","37"
"Garrett Wilson","NYJ","WR","206.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","26.4","0.0","1.4","0.0","0.0","151.2","88.9","1,182.5","6.8","51.8","3.5","1.1","0.9","36"
"Jonathan Taylor","IND","RB","215.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","265.7","1,177.3","8.5","53.3","3.3","0.6","41.2","31.8","235.7","1.1","10.4","0.0","0.2","2.2","35"
"Puka Nacua","LA","WR","206.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.5","55.1","0.7","2.7","0.0","0.0","130.7","85.5","1,205.9","5.5","52.8","3.5","1.0","0.9","35"
"Kyren Williams","LA","RB","214.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","218.3","1,020.0","9.3","46.2","2.8","0.6","46.0","34.2","244.0","2.4","10.8","0.0","0.4","1.9","32"
"Davante Adams","LV","WR","203.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","0.0","0.5","0.0","0.0","151.1","94.3","1,173.5","6.4","51.4","3.4","1.1","0.9","32"
"Derrick Henry","BAL","RB","207.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","241.8","1,039.5","10.7","47.1","2.8","0.7","35.6","26.7","208.5","0.9","9.3","0.0","0.2","2.0","32"
"Mike Evans","TB","WR","201.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","5.6","0.0","0.5","0.0","0.0","118.4","70.1","1,063.7","9.8","46.6","3.0","1.4","0.7","31"
"Travis Etienne","JAC","RB","206.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","230.5","940.7","7.5","42.6","2.5","0.5","58.2","46.4","353.3","1.3","15.6","0.1","0.3","2.1","29"
"Chris Olave","NO","WR","199.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","18.5","0.0","1.1","0.0","0.0","139.8","87.1","1,194.5","5.6","52.3","3.5","1.0","0.8","29"
"Rachaad White","TB","RB","202.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","230.9","894.7","6.2","40.5","2.4","0.4","59.3","48.4","382.9","2.1","16.9","0.1","0.4","2.1","29"
"Marvin Harrison Jr.","ARI","WR","196.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","20.5","0.0","1.2","0.0","0.0","133.5","85.9","1,127.7","6.4","49.4","3.2","1.1","0.8","29"
"Isiah Pacheco","KC","RB","200.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","215.7","971.2","7.3","44.0","2.6","0.5","48.3","41.2","267.2","2.0","11.8","0.1","0.3","2.0","28"
"Drake London","ATL","WR","187.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","9.7","0.0","0.7","0.0","0.0","124.3","81.5","1,050.3","6.7","46.0","3.0","1.1","0.8","28"
"Josh Jacobs","GB","RB","194.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","235.9","985.8","7.1","44.6","2.7","0.5","48.8","35.4","266.1","1.4","11.8","0.1","0.3","2.0","27"
"Brandon Aiyuk","SF","WR","185.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","5.3","0.0","0.5","0.0","0.0","106.9","70.9","1,105.3","6.3","48.4","3.1","1.0","0.7","27"
"Ken Walker III","SEA","RB","190.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","234.9","981.0","7.9","44.4","2.7","0.5","40.3","31.3","235.7","1.0","10.4","0.0","0.2","2.0","26"
"Deebo Samuel","SF","WR","181.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.2","208.2","2.9","9.6","0.0","0.2","81.6","53.9","785.1","6.1","34.4","2.1","0.9","0.8","26"
"Joe Mixon","HOU","RB","188.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","234.0","966.2","6.3","43.8","2.6","0.4","44.8","34.8","260.2","1.7","11.5","0.1","0.3","2.0","25"
"DJ Moore","CHI","WR","178.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9","12.0","0.0","0.8","0.0","0.0","114.2","71.5","1,029.3","6.3","45.1","2.9","1.0","0.7","24"
"De'Von Achane","MIA","RB","187.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","152.9","868.8","6.4","39.4","2.3","0.4","49.6","36.4","291.9","2.4","12.9","0.1","0.4","1.5","24"
"Michael Pittman Jr.","IND","WR","176.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","4.6","0.0","0.4","0.0","0.0","128.4","88.2","958.5","6.0","42.0","2.7","1.0","0.8","23"
"Sam LaPorta","DET","TE","178.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","117.4","82.9","863.5","8.5","37.8","1.3","1.2","0.8","23"
"Nico Collins","HOU","WR","176.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","12.5","0.0","0.8","0.0","0.0","107.2","70.0","1,026.1","6.1","45.0","2.9","1.0","0.7","23"
"DK Metcalf","SEA","WR","176.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","4.5","0.0","0.4","0.0","0.0","110.4","65.5","990.9","7.2","43.4","2.9","1.1","0.6","23"
"Travis Kelce","KC","TE","155.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","3.3","0.0","0.4","0.0","0.0","100.2","77.0","820.3","5.6","36.0","1.2","0.9","0.7","23"
"James Cook","BUF","RB","186.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","215.9","969.8","3.4","43.9","2.6","0.2","50.5","39.3","344.1","2.4","15.2","0.1","0.4","1.9","22"
